Genus	LZ67_Q2.V2-9	LZ72_Q2.V2-9	LZ82_Q2.V2-9	LZ87_Q2.V2-9	LZ92_Q2.V2-9	MA02_Q2.V2-9	MA07_Q2.V2-9	MA32_Q2.V2-9	MA32_V2_Q2.V2-9	MA42_Q2.V2-9	MA52_Q2.V2-9	MA62_Q2.V2-9	MA72_Q2.V2-9	MA77_Q2.V2-9	MA82_Q2.V2-9	MB03_Q2.V2-9	MB07_Q2.V2-9	MB12_Q2.V2-9	MB32_Q2.V2-9	MB47_Q2.V2-9	MB52_Q2.V2-9	MB57_Q2.V2-9	MB67_Q2.V2-9	MB72_Q2.V2-9	MB97_Q2.V2-9	MH01_Q2.V2-9	MH11_Q2.V2-9	MH16_Q2.V2-9	MH26_Q2.V2-9	MH31_Q2.V2-9	MH41_Q2.V2-9	MH46_Q2.V2-9	MH46_V2_Q2.V2-9	MH51_Q2.V2-9	MH56_Q2.V2-9	MH61_Q2.V2-9	MH71_Q2.V2-9	MH76_Q2.V2-9	MH81_Q2.V2-9	MH86_Q2.V2-9	MH91_Q2.V2-9	MH96_Q2.V2-9	MI01_Q2.V2-9	MI11_Q2.V2-9	MI26_Q2.V2-9	MI36_Q2.V2-9	MI46_Q2.V2-9	MM02_Q2.V2-9	MM07_Q2.V2-9	MM22_Q2.V2-9	MM32_Q2.V2-9	MM37_V2_Q2.V2-9	MM43_Q2.V2-9	MM47_Q2.V2-9	MM62_Q2.V2-9	MM87_Q2.V2-9	MO63_Q2.V2-9	MO73_Q2.V2-9	MO78_Q2.V2-9	MO83_Q2.V2-9	MP38_Q2.V2-9	MY28_Q2.V2-9	MY33_Q2.V2-9	MY33_V2_Q2.V2-9	MY43_Q2.V2-9	MY48_Q2.V2-9	MY53_Q2.V2-9	MY58_Q2.V2-9	MY63_Q2.V2-9	MY68_Q2.V2-9	MY78_Q2.V2-9	MY98_Q2.V2-9	MZ08_Q2.V2-9	MZ18_Q2.V2-9	MZ43_Q2.V2-9	MZ73_Q2.V2-9	MZ83_Q2.V2-9	MZ88_Q2.V2-9	NI85_Q2.V2-9	NI90_Q2.V2-9	NI90_V2_Q2.V2-9	NI95_V2_Q2.V2-9	NJ15_Q2.V2-9	NJ30_Q2.V2-9	NJ40_Q2.V2-9	NJ55_Q2.V2-9	NJ60_Q2.V2-9	NJ75_Q2.V2-9	NJ75_V2_Q2.V2-9	NK00_Q2.V2-9	NX00_Q2.V2-9	LZ67_Q2.V2	LZ72_Q2.V2	LZ82_Q2.V2	LZ87_Q2.V2	LZ92_Q2.V2	MA02_Q2.V2	MA07_Q2.V2	MA32_Q2.V2	MA32_V2_Q2.V2	MA42_Q2.V2	MA52_Q2.V2	MA62_Q2.V2	MA72_Q2.V2	MA77_Q2.V2	MA82_Q2.V2	MB03_Q2.V2	MB07_Q2.V2	MB12_Q2.V2	MB32_Q2.V2	MB47_Q2.V2	MB52_Q2.V2	MB57_Q2.V2	MB67_Q2.V2	MB72_Q2.V2	MB97_Q2.V2	MH01_Q2.V2	MH11_Q2.V2	MH16_Q2.V2	MH26_Q2.V2	MH31_Q2.V2	MH41_Q2.V2	MH46_Q2.V2	MH46_V2_Q2.V2	MH51_Q2.V2	MH56_Q2.V2	MH61_Q2.V2	MH71_Q2.V2	MH76_Q2.V2	MH81_Q2.V2	MH86_Q2.V2	MH91_Q2.V2	MH96_Q2.V2	MI01_Q2.V2	MI11_Q2.V2	MI26_Q2.V2	MI36_Q2.V2	MI46_Q2.V2	MM02_Q2.V2	MM07_Q2.V2	MM22_Q2.V2	MM32_Q2.V2	MM37_V2_Q2.V2	MM43_Q2.V2	MM47_Q2.V2	MM62_Q2.V2	MM87_Q2.V2	MO63_Q2.V2	MO73_Q2.V2	MO78_Q2.V2	MO83_Q2.V2	MP38_Q2.V2	MY28_Q2.V2	MY33_Q2.V2	MY33_V2_Q2.V2	MY43_Q2.V2	MY48_Q2.V2	MY53_Q2.V2	MY58_Q2.V2	MY63_Q2.V2	MY68_Q2.V2	MY78_Q2.V2	MY98_Q2.V2	MZ08_Q2.V2	MZ18_Q2.V2	MZ43_Q2.V2	MZ73_Q2.V2	MZ83_Q2.V2	MZ88_Q2.V2	NI85_Q2.V2	NI90_Q2.V2	NI90_V2_Q2.V2	NI95_V2_Q2.V2	NJ15_Q2.V2	NJ30_Q2.V2	NJ40_Q2.V2	NJ55_Q2.V2	NJ60_Q2.V2	NJ75_Q2.V2	NJ75_V2_Q2.V2	NK00_Q2.V2	NX00_Q2.V2	LZ67_Q2.V4	LZ72_Q2.V4	LZ82_Q2.V4	LZ87_Q2.V4	LZ92_Q2.V4	MA02_Q2.V4	MA07_Q2.V4	MA32_Q2.V4	MA32_V2_Q2.V4	MA42_Q2.V4	MA52_Q2.V4	MA62_Q2.V4	MA72_Q2.V4	MA77_Q2.V4	MA82_Q2.V4	MB03_Q2.V4	MB07_Q2.V4	MB12_Q2.V4	MB32_Q2.V4	MB47_Q2.V4	MB52_Q2.V4	MB57_Q2.V4	MB67_Q2.V4	MB72_Q2.V4	MB97_Q2.V4	MH01_Q2.V4	MH11_Q2.V4	MH16_Q2.V4	MH26_Q2.V4	MH31_Q2.V4	MH41_Q2.V4	MH46_Q2.V4	MH46_V2_Q2.V4	MH51_Q2.V4	MH56_Q2.V4	MH61_Q2.V4	MH71_Q2.V4	MH76_Q2.V4	MH81_Q2.V4	MH86_Q2.V4	MH91_Q2.V4	MH96_Q2.V4	MI01_Q2.V4	MI11_Q2.V4	MI26_Q2.V4	MI36_Q2.V4	MI46_Q2.V4	MM02_Q2.V4	MM07_Q2.V4	MM22_Q2.V4	MM32_Q2.V4	MM37_V2_Q2.V4	MM43_Q2.V4	MM47_Q2.V4	MM62_Q2.V4	MM87_Q2.V4	MO63_Q2.V4	MO73_Q2.V4	MO78_Q2.V4	MO83_Q2.V4	MP38_Q2.V4	MY28_Q2.V4	MY33_Q2.V4	MY33_V2_Q2.V4	MY43_Q2.V4	MY48_Q2.V4	MY53_Q2.V4	MY58_Q2.V4	MY63_Q2.V4	MY68_Q2.V4	MY78_Q2.V4	MY98_Q2.V4	MZ08_Q2.V4	MZ18_Q2.V4	MZ43_Q2.V4	MZ73_Q2.V4	MZ83_Q2.V4	MZ88_Q2.V4	NI85_Q2.V4	NI90_Q2.V4	NI90_V2_Q2.V4	NI95_V2_Q2.V4	NJ15_Q2.V4	NJ30_Q2.V4	NJ40_Q2.V4	NJ55_Q2.V4	NJ60_Q2.V4	NJ75_Q2.V4	NJ75_V2_Q2.V4	NK00_Q2.V4	NX00_Q2.V4	LZ67_Q2.V67	LZ72_Q2.V67	LZ82_Q2.V67	LZ87_Q2.V67	LZ92_Q2.V67	MA02_Q2.V67	MA07_Q2.V67	MA32_Q2.V67	MA32_V2_Q2.V67	MA42_Q2.V67	MA52_Q2.V67	MA62_Q2.V67	MA72_Q2.V67	MA77_Q2.V67	MA82_Q2.V67	MB03_Q2.V67	MB07_Q2.V67	MB12_Q2.V67	MB32_Q2.V67	MB47_Q2.V67	MB52_Q2.V67	MB57_Q2.V67	MB67_Q2.V67	MB72_Q2.V67	MB97_Q2.V67	MH01_Q2.V67	MH11_Q2.V67	MH16_Q2.V67	MH26_Q2.V67	MH31_Q2.V67	MH41_Q2.V67	MH46_Q2.V67	MH46_V2_Q2.V67	MH51_Q2.V67	MH56_Q2.V67	MH61_Q2.V67	MH71_Q2.V67	MH76_Q2.V67	MH81_Q2.V67	MH86_Q2.V67	MH91_Q2.V67	MH96_Q2.V67	MI01_Q2.V67	MI11_Q2.V67	MI26_Q2.V67	MI36_Q2.V67	MI46_Q2.V67	MM02_Q2.V67	MM07_Q2.V67	MM22_Q2.V67	MM32_Q2.V67	MM37_V2_Q2.V67	MM43_Q2.V67	MM47_Q2.V67	MM62_Q2.V67	MM87_Q2.V67	MO63_Q2.V67	MO73_Q2.V67	MO78_Q2.V67	MO83_Q2.V67	MP38_Q2.V67	MY28_Q2.V67	MY33_Q2.V67	MY33_V2_Q2.V67	MY43_Q2.V67	MY48_Q2.V67	MY53_Q2.V67	MY58_Q2.V67	MY63_Q2.V67	MY68_Q2.V67	MY78_Q2.V67	MY98_Q2.V67	MZ08_Q2.V67	MZ18_Q2.V67	MZ43_Q2.V67	MZ73_Q2.V67	MZ83_Q2.V67	MZ88_Q2.V67	NI85_Q2.V67	NI90_Q2.V67	NI90_V2_Q2.V67	NI95_V2_Q2.V67	NJ15_Q2.V67	NJ30_Q2.V67	NJ40_Q2.V67	NJ55_Q2.V67	NJ60_Q2.V67	NJ75_Q2.V67	NJ75_V2_Q2.V67	NK00_Q2.V67	NX00_Q2.V67	LZ67_Q2.V8	LZ72_Q2.V8	LZ82_Q2.V8	LZ87_Q2.V8	LZ92_Q2.V8	MA02_Q2.V8	MA07_Q2.V8	MA32_Q2.V8	MA32_V2_Q2.V8	MA42_Q2.V8	MA52_Q2.V8	MA62_Q2.V8	MA72_Q2.V8	MA77_Q2.V8	MA82_Q2.V8	MB03_Q2.V8	MB07_Q2.V8	MB12_Q2.V8	MB32_Q2.V8	MB47_Q2.V8	MB52_Q2.V8	MB57_Q2.V8	MB67_Q2.V8	MB72_Q2.V8	MB97_Q2.V8	MH01_Q2.V8	MH11_Q2.V8	MH16_Q2.V8	MH26_Q2.V8	MH31_Q2.V8	MH41_Q2.V8	MH46_Q2.V8	MH46_V2_Q2.V8	MH51_Q2.V8	MH56_Q2.V8	MH61_Q2.V8	MH71_Q2.V8	MH76_Q2.V8	MH81_Q2.V8	MH86_Q2.V8	MH91_Q2.V8	MH96_Q2.V8	MI01_Q2.V8	MI11_Q2.V8	MI26_Q2.V8	MI36_Q2.V8	MI46_Q2.V8	MM02_Q2.V8	MM07_Q2.V8	MM22_Q2.V8	MM32_Q2.V8	MM37_V2_Q2.V8	MM43_Q2.V8	MM47_Q2.V8	MM62_Q2.V8	MM87_Q2.V8	MO63_Q2.V8	MO73_Q2.V8	MO78_Q2.V8	MO83_Q2.V8	MP38_Q2.V8	MY28_Q2.V8	MY33_Q2.V8	MY33_V2_Q2.V8	MY43_Q2.V8	MY48_Q2.V8	MY53_Q2.V8	MY58_Q2.V8	MY63_Q2.V8	MY68_Q2.V8	MY78_Q2.V8	MY98_Q2.V8	MZ08_Q2.V8	MZ18_Q2.V8	MZ43_Q2.V8	MZ73_Q2.V8	MZ83_Q2.V8	MZ88_Q2.V8	NI85_Q2.V8	NI90_Q2.V8	NI90_V2_Q2.V8	NI95_V2_Q2.V8	NJ15_Q2.V8	NJ30_Q2.V8	NJ40_Q2.V8	NJ55_Q2.V8	NJ60_Q2.V8	NJ75_Q2.V8	NJ75_V2_Q2.V8	NK00_Q2.V8	NX00_Q2.V8	LZ67_Q2.V9	LZ72_Q2.V9	LZ82_Q2.V9	LZ87_Q2.V9	LZ92_Q2.V9	MA02_Q2.V9	MA07_Q2.V9	MA32_Q2.V9	MA32_V2_Q2.V9	MA42_Q2.V9	MA52_Q2.V9	MA62_Q2.V9	MA72_Q2.V9	MA77_Q2.V9	MA82_Q2.V9	MB03_Q2.V9	MB07_Q2.V9	MB12_Q2.V9	MB32_Q2.V9	MB47_Q2.V9	MB52_Q2.V9	MB57_Q2.V9	MB67_Q2.V9	MB72_Q2.V9	MB97_Q2.V9	MH01_Q2.V9	MH11_Q2.V9	MH16_Q2.V9	MH26_Q2.V9	MH31_Q2.V9	MH41_Q2.V9	MH46_Q2.V9	MH46_V2_Q2.V9	MH51_Q2.V9	MH56_Q2.V9	MH61_Q2.V9	MH71_Q2.V9	MH76_Q2.V9	MH81_Q2.V9	MH86_Q2.V9	MH91_Q2.V9	MH96_Q2.V9	MI01_Q2.V9	MI11_Q2.V9	MI26_Q2.V9	MI36_Q2.V9	MI46_Q2.V9	MM02_Q2.V9	MM07_Q2.V9	MM22_Q2.V9	MM32_Q2.V9	MM37_V2_Q2.V9	MM43_Q2.V9	MM47_Q2.V9	MM62_Q2.V9	MM87_Q2.V9	MO63_Q2.V9	MO73_Q2.V9	MO78_Q2.V9	MO83_Q2.V9	MP38_Q2.V9	MY28_Q2.V9	MY33_Q2.V9	MY33_V2_Q2.V9	MY43_Q2.V9	MY48_Q2.V9	MY53_Q2.V9	MY58_Q2.V9	MY63_Q2.V9	MY68_Q2.V9	MY78_Q2.V9	MY98_Q2.V9	MZ08_Q2.V9	MZ18_Q2.V9	MZ43_Q2.V9	MZ73_Q2.V9	MZ83_Q2.V9	MZ88_Q2.V9	NI85_Q2.V9	NI90_Q2.V9	NI90_V2_Q2.V9	NI95_V2_Q2.V9	NJ15_Q2.V9	NJ30_Q2.V9	NJ40_Q2.V9	NJ55_Q2.V9	NJ60_Q2.V9	NJ75_Q2.V9	NJ75_V2_Q2.V9	NK00_Q2.V9	NX00_Q2.V9	LZ67_Q2.V3	LZ72_Q2.V3	LZ82_Q2.V3	LZ87_Q2.V3	LZ92_Q2.V3	MA02_Q2.V3	MA07_Q2.V3	MA32_Q2.V3	MA32_V2_Q2.V3	MA42_Q2.V3	MA52_Q2.V3	MA62_Q2.V3	MA72_Q2.V3	MA77_Q2.V3	MA82_Q2.V3	MB03_Q2.V3	MB07_Q2.V3	MB12_Q2.V3	MB32_Q2.V3	MB47_Q2.V3	MB52_Q2.V3	MB57_Q2.V3	MB67_Q2.V3	MB72_Q2.V3	MB97_Q2.V3	MH01_Q2.V3	MH11_Q2.V3	MH16_Q2.V3	MH26_Q2.V3	MH31_Q2.V3	MH41_Q2.V3	MH46_Q2.V3	MH46_V2_Q2.V3	MH51_Q2.V3	MH56_Q2.V3	MH61_Q2.V3	MH71_Q2.V3	MH76_Q2.V3	MH81_Q2.V3	MH86_Q2.V3	MH91_Q2.V3	MH96_Q2.V3	MI01_Q2.V3	MI11_Q2.V3	MI26_Q2.V3	MI36_Q2.V3	MI46_Q2.V3	MM02_Q2.V3	MM07_Q2.V3	MM22_Q2.V3	MM32_Q2.V3	MM37_V2_Q2.V3	MM43_Q2.V3	MM47_Q2.V3	MM62_Q2.V3	MM87_Q2.V3	MO63_Q2.V3	MO73_Q2.V3	MO78_Q2.V3	MO83_Q2.V3	MP38_Q2.V3	MY28_Q2.V3	MY33_Q2.V3	MY33_V2_Q2.V3	MY43_Q2.V3	MY48_Q2.V3	MY53_Q2.V3	MY58_Q2.V3	MY63_Q2.V3	MY68_Q2.V3	MY78_Q2.V3	MY98_Q2.V3	MZ08_Q2.V3	MZ18_Q2.V3	MZ43_Q2.V3	MZ73_Q2.V3	MZ83_Q2.V3	MZ88_Q2.V3	NI85_Q2.V3	NI90_Q2.V3	NI90_V2_Q2.V3	NI95_V2_Q2.V3	NJ15_Q2.V3	NJ30_Q2.V3	NJ40_Q2.V3	NJ55_Q2.V3	NJ60_Q2.V3	NJ75_Q2.V3	NJ75_V2_Q2.V3	NK00_Q2.V3	NX00_Q2.V3	LZ67	LZ72	LZ82	LZ87	LZ92	MA02	MA07	MA32	MA32_V2	MA42	MA52	MA62	MA72	MA77	MA82	MB03	MB07	MB12	MB32	MB47	MB52	MB57	MB67	MB72	MB97	MH01	MH11	MH16	MH26	MH31	MH41	MH46	MH46_V2	MH51	MH56	MH61	MH71	MH76	MH81	MH86	MH91	MH96	MI01	MI11	MI26	MI36	MI46	MM02	MM07	MM22	MM32	MM37_V2	MM43	MM47	MM62	MM87	MO63	MO73	MO78	MO83	MP38	MY28	MY33	MY33_V2	MY43	MY48	MY53	MY58	MY63	MY68	MY78	MY98	MZ08	MZ18	MZ43	MZ73	MZ83	MZ88	NI85	NI90	NI90_V2	NI95_V2	NJ15	NJ30	NJ40	NJ55	NJ60	NJ75	NJ75_V2	NK00	NX00
Morganella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166501240694789	0	0	0	0	0.000522162914829427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251412429378531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127118644067797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176646706586826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463768115942029	0	0	0	0	0.00451920662816972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997352162400706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168937329700272	0	0	0	0	0.000401539233729296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000697118576550259	0	0	0	0	0	0	0.000212686765566013	0	0	0	0	0	8.25508203487772e-05	0	0	0	0	0	0.000181020047970313	0	0	0	0.0204652431953066	0	0	0	0	0	0	0	0	0	0.000323272695212625	0	0	0	0	0	0	0	0	0	0.000107146683810136	0.000549356223175966	0	0	0	0	0	0	0	0.000316370981480129	0	0.000227500227500228	0	0	0	0	0	0.00316806589577063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137362637362637	0	0	0	0	0	0	0.000448994252873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0351715154146765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162972620599739	0	0	0	0	0	0.0154577883472057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852514919011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00920069005175388	0	0	0	0	0	0	0	0	0	0.000293190647218354	0	0	0	0	0	0	0	0	0	0	0.000648648648648649	0	0	0	0	0	0	0	0.000721153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000881445570736007	0	0	0	0	0	0	0.000605815831987076	0	0	0	0	0	0.000363537217122603	0	0	0	0	0	0.000578871201157742	0	0	0	0.0175942962281509	0	0	0	0	0	0	0	0	0	0.000944541897179868	0	0	0	0	0	0	0	0	0	0.000375347196156445	0.00106067034365719	0	0	0	0	0	0	0	0.000555555555555556	0	0.000630755645263025	0	0	0	0	0	0.0041031652989449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122598584428716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0.0502987088070919	0.00770212162736852	0	0.00117878192534381	0.00121065375302663	0	0	0	0.0014519056261343	0	0	0.00316455696202532	0.00324876237623762	0.00363534675615213	0.00422712933753943	0.00278940027894003	0.000602627455706882	0.00192850255348023	0	0.00132421099095122	0	0.0839861904129598	0.0542056074766355	0	0	0	0.0317460317460317	0.00491755857680069	0.00106343382783006	0.00252331321996709	0	0.000154027827694203	0	0.0130042595840641	0.0873594056340935	0	0	0	3.80329365230289e-05	0.000497141436738752	0.185138254061637	0	0.00455150199565857	0.00792335950442988	0.00150078450098915	0	0	0	0.004940424295263	0	0.00455834120851632	0	0.0267261413899093	0	0	0	0	0.0551980695757088	0	0.00126434090376961	0	0	0	0	0.000171434694096218	0.270386266094421	0	0.00654417316889001	0.0252968183937731	0	0	0.00907715582450832	0.000472296838563037	0.00194689834757003	0	0	0	0	0.000676818950930626	0.000442249576177489	0	0.000475209884365595	0.00322955038603219	0.00319143943305017	0.00061984145108146	0.0119227743145918	0.00321822639967307	0.00119555935098207	0	0.00662376987130961	0	0.0197568389057751	0.00381776533469076	0	0.0008424599831508	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	0	0	0	0	0	0.0279304029304029	0	0	0	0	0	0	0.000718390804597701	0	0	0	0	0.00162484202924716	0.00894282976684765	0	0	0	0	0	0.0669614655716993	0	0.00164690382081686	0	0	0	0	0	0.0027130545802745	0	0.00721045515998197	0	0.0264696329977265	0	0	0	0	0.0215962441314554	0	0	0	0	0	0	0	0.232620320855615	0	0	0.00070067264573991	0	0	0	0	0.00286464550011936	0	0	0	0	0.00199401794616152	0	0	0	0.00132831525348683	0.00348432055749129	0	0.00334688022950036	0	0	0	0.00731707317073171	0	0.019047619047619	0.00223636676414932	0	0	0.00187265917602996	0	0	0	0	0	0	0	0.00100806451612903	0	0.00212201591511936	0	0	0	0	0	0	0.0485933503836317	0	0	0	0	0.0238095238095238	0.00051033426894616	0.000635458589281932	0	0	0	0	0.00154758834150116	0.0055962691538974	0	0	0	0.00018772292096865	0	0.0625618199802176	0	0	0.00434153400868307	0	0	0	0	0.00208251984901731	0	0.00244370745330773	0	0.017199415868895	0	0	0	0	0.0219817382482246	0	0	0	0	0	0	0	0.197621621621622	0	0	0.000662427133015368	0	0	0	0	0.0015625	0	0	0	0	0.000551724137931035	0	0	0	0.00140275600297054	0.00234518603029727	0	0.0062015503875969	0	0	0	0	0	0.028830313014827	0.00350541746335245	0	0	0	0	0	0	0	0	0	0.00129737111642199	0	0	0.00265017667844523	0	0	0.000796178343949045	0	0	0	0.0307834955957348	0	0	0	0	0	0.00215803452855246	0	0.00164280685285144	0	0	0	0.0017134505871088	0.0161035226455787	0	0	0	0	0	0.0504115226337449	0	0	0.00616476742013824	0	0	0	0	0.00194647201946472	0	0	0	0.0187387974580414	0	0	0	0	0	0	0	0	0	0	0	0	0.130637377267432	0	0	0.00101973486893408	0	0	0	0.000280572367629965	0.00176582450421081	0	0	0	0	0	0	0	0	0.0014099400775467	0.00157173393687917	0	0	0	0	0	0	0	0.0464807436918991	0.0106282475200756	0	0	0	0	0	0	0	0	0	0	0	0	0.00462313217204656	0	0	0.000855871276959945	0	0	0	0.0810195387101513	0.0193621867881549	0	0	0	0	0.00736442758312877	0.00222132471728595	0	0	0	0	0.0184996950599715	0.0915204944106153	0	0	0	0	0.000493534695489093	0.217800289435601	0	0.0110294117647059	0.00936849410131853	0.000804967801287949	0	0	0	0.00831569398246145	0	0.00866250866250866	0	0.0270837306885371	0	0	0	0	0.0531697341513292	0	0	0	0	0	0	0.000600555513850311	0.40411540093339	0	0.00298507462686567	0.00435206461945547	0	0	0	0	0.00285714285714286	0	0	0	0	0.000373517602016995	0	0	0	0.00281260986757295	0.0152008686210641	0	0.0224062347783731	0.00101574403250381	0	0	0.0106598984771574	0	0.122676579925651	0	0	0	0	0	0	0	0.0784313725490196	0	0	0	0	0	0.00479041916167665	0	0	0.00668257756563246	0	0	0	0.426229508196721	0	0	0	0	0	0.009657594381036	0	0	0	0	0	0.0238331678252234	0.325126593329841	0	0	0	0	0.229166666666667	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0.25	0	0.0260617760617761	0	0	0	0	0	0	0	0	0.0157858613589568	0	0	0	0.00560398505603985	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00448796409628723	0	0	0	0	0.0432900432900433	0.010689990281827	0	0	0.0054249547920434	0	0	0	0	0	0	0	0	0	0.00192431045542014	0	0	0	0	0	0	0.086828115770821	0	0	0	0	0	0	0	0	0	0	0	0.00930565497494631	0.0736342042755344	0	0	0	0	0	0.0904893813481071	0	0	0	0	0	0	0	0	0	0	0	0.00542372881355932	0	0	0	0	0.0211360634081902	0	0	0	0	0	0	0	0.238694638694639	0	0	0.00176263219741481	0	0	0	0	0.000580046403712297	0	0	0	0	0	0	0	0	0	0.00682039623254303	0	0.00339904826648538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000608219654183682	0	0	0	0	0	0	0.0346016423243277	0	0	0	0	0	0	0	0	0	0	0	0.0026897717264526	0.0178548155871237	0	0	0	0	0	0.070969113816384	0	0	0.00230296827021494	0	0	0	0	0.000470876300795781	0	0	0	0.00924887892376682	0	0	0	0	0.00550939306358381	0	0	0	0	0	0	0	0.191053476387598	0	0	0.000198693989775315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341880341880342	0.000532103582830791	0	0.00229675682097177	0	0	0	0
